ID,furnace,role,Description,UoM,pass
01TI7023A.PV,1HG,tube_COT,,,A
01TI7045A.PV,1HG,tube_COT,,,A
01TI7056A.PV,1HG,tube_COT,,,B
01TI7060A.PV,1HG,tube_COT,,,B
01TI7070A.PV,1HG,tube_COT,,,B
01TI7076A.PV,1HG,tube_COT,,,B
01TI7081A.PV,1HG,tube_COT,,,B
01TI7085A.PV,1HG,tube_COT,,,B
01TI7092A.PV,1HG,tube_COT,,,B
01TI7111A.PV,1HG,tube_COT,,,C
01TI7113A.PV,1HG,tube_COT,,,C
01TI7118A.PV,1HG,tube_COT,,,C
01TI7145A.PV,1HG,tube_COT,,,D
01TI7152A.PV,1HG,tube_COT,,,D
01TI6117A.PV,1HF,tube_COT,,,C
01TI6139A.PV,1HF,tube_COT,,,C
01TI6146A.PV,1HF,tube_COT,H-F TUBE CUR COT 146,DEGC,D
01TI6154A.PV,1HF,tube_COT,,,D
01TI6173A.PV,1HF,tube_COT,,,D
01TI6177A.PV,1HF,tube_COT,,,D
01TI6192A.PV,1HF,tube_COT,,,D
01TI7031A.PV,1HG,tube_COT,,,A
01TI7043A.PV,1HG,tube_COT,,,A
01TI7044A.PV,1HG,tube_COT,,,A
01TI7073A.PV,1HG,tube_COT,,,B
01TI7086A.PV,1HG,tube_COT,,,B
01TI7096A.PV,1HG,tube_COT,,,B
01TI7098A.PV,1HG,tube_COT,,,C
01TI7124A.PV,1HG,tube_COT,H-G TUBE CUR COT 124,DEGC,C
01TI7133A.PV,1HG,tube_COT,,,C
01TI7134A.PV,1HG,tube_COT,,,C
01TI7143A.PV,1HG,tube_COT,,,C
01TI7150A.PV,1HG,tube_COT,,,D
01TI7154A.PV,1HG,tube_COT,,,D
01TI7171A.PV,1HG,tube_COT,,,D
01TI7179A.PV,1HG,tube_COT,,,D
01TI7181A.PV,1HG,tube_COT,H-G TUBE CUR COT 181,DEGC,D
01TI7182A.PV,1HG,tube_COT,H-G TUBE CUR COT 182,DEGC,D
01TI7184A.PV,1HG,tube_COT,H-G TUBE CUR COT 184,DEGC,D
01TI6103A.PV,1HF,tube_COT,,,C
01TI6124A.PV,1HF,tube_COT,,,C
01TI6135A.PV,1HF,tube_COT,,,C
01TI6161A.PV,1HF,tube_COT,,,D
01TI6164A.PV,1HF,tube_COT,,,D
01TI6187A.PV,1HF,tube_COT,,,D
01TI7002A.PV,1HG,tube_COT,,,A
01TI7009A.PV,1HG,tube_COT,,,A
01TI7036A.PV,1HG,tube_COT,,,A
01TI7039A.PV,1HG,tube_COT,,,A
01TI7041A.PV,1HG,tube_COT,,,A
01TI7062A.PV,1HG,tube_COT,,,B
01TI7132A.PV,1HG,tube_COT,,,C
01TI7151A.PV,1HG,tube_COT,,,D
01TI7155A.PV,1HG,tube_COT,,,D
01TI7160A.PV,1HG,tube_COT,,,D
01TI6145A.PV,1HF,tube_COT,H-F TUBE CUR COT 145,DEGC,D
01TI6185A.PV,1HF,tube_COT,,,D
01TI6186A.PV,1HF,tube_COT,,,D
01TI7006A.PV,1HG,tube_COT,,,A
01TI7016A.PV,1HG,tube_COT,,,A
01TI7022A.PV,1HG,tube_COT,,,A
01TI7058A.PV,1HG,tube_COT,,,B
01TI7059A.PV,1HG,tube_COT,,,B
01TI7067A.PV,1HG,tube_COT,,,B
01TI7077A.PV,1HG,tube_COT,,,B
01TI7093A.PV,1HG,tube_COT,,,B
01TI7109A.PV,1HG,tube_COT,,,C
01TI7137A.PV,1HG,tube_COT,,,C
01TI7187A.PV,1HG,tube_COT,H-G TUBE CUR COT 187,DEGC,D
01TI6113A.PV,1HF,tube_COT,,,C
01TI6132A.PV,1HF,tube_COT,,,C
01TI6170A.PV,1HF,tube_COT,,,D
01TI7018A.PV,1HG,tube_COT,,,A
01TI7061A.PV,1HG,tube_COT,,,B
01TI7068A.PV,1HG,tube_COT,,,B
01TI7089A.PV,1HG,tube_COT,,,B
01TI7097A.PV,1HG,tube_COT,,,C
01TI7146A.PV,1HG,tube_COT,,,D
01TI7172A.PV,1HG,tube_COT,,,D
01TI6102A.PV,1HF,tube_COT,,,C
01TI6107A.PV,1HF,tube_COT,,,C
01TI6109A.PV,1HF,tube_COT,,,C
01TI6120A.PV,1HF,tube_COT,,,C
01TI6141A.PV,1HF,tube_COT,H-F TUBE CUR COT 141,DEGC,C
01TI6162A.PV,1HF,tube_COT,,,D
01TI6180A.PV,1HF,tube_COT,,,D
01TI6189A.PV,1HF,tube_COT,,,D
01TI7007A.PV,1HG,tube_COT,,,A
01TI7027A.PV,1HG,tube_COT,,,A
01TI7028A.PV,1HG,tube_COT,,,A
01TI7032A.PV,1HG,tube_COT,,,A
01TI7033A.PV,1HG,tube_COT,,,A
01TI7040A.PV,1HG,tube_COT,,,A
01TI7049A.PV,1HG,tube_COT,,,B
01TI7050A.PV,1HG,tube_COT,,,B
01TI7057A.PV,1HG,tube_COT,,,B
01TI7078A.PV,1HG,tube_COT,,,B
01TI7080A.PV,1HG,tube_COT,,,B
01TI7100A.PV,1HG,tube_COT,,,C
01TI7102A.PV,1HG,tube_COT,,,C
01TI7117A.PV,1HG,tube_COT,,,C
01TI7128A.PV,1HG,tube_COT,H-G TUBE CUR COT 128,DEGC,C
01TI7159A.PV,1HG,tube_COT,,,D
01TI7165A.PV,1HG,tube_COT,,,D
01TI7174A.PV,1HG,tube_COT,,,D
01TI7188A.PV,1HG,tube_COT,H-G TUBE CUR COT 188,DEGC,D
01TI7191A.PV,1HG,tube_COT,H-G TUBE CUR COT 191,DEGC,D
01TI6110A.PV,1HF,tube_COT,,,C
01TI6115A.PV,1HF,tube_COT,,,C
01TI6118A.PV,1HF,tube_COT,,,C
01TI6129A.PV,1HF,tube_COT,,,C
01TI6160A.PV,1HF,tube_COT,,,D
01TI6176A.PV,1HF,tube_COT,,,D
01TI6188A.PV,1HF,tube_COT,,,D
01TI6191A.PV,1HF,tube_COT,,,D
01TI7003A.PV,1HG,tube_COT,,,A
01TI7010A.PV,1HG,tube_COT,,,A
01TI7013A.PV,1HG,tube_COT,H-G TUBE CUR COT 013,DEGC,A
01TI7047A.PV,1HG,tube_COT,,,A
01TI7051A.PV,1HG,tube_COT,,,B
01TI7063A.PV,1HG,tube_COT,,,B
01TI7084A.PV,1HG,tube_COT,,,B
01TI7088A.PV,1HG,tube_COT,,,B
01TI7101A.PV,1HG,tube_COT,,,C
01TI7107A.PV,1HG,tube_COT,,,C
01TI7168A.PV,1HG,tube_COT,,,D
01TI6101A.PV,1HF,tube_COT,,,C
01TI6106A.PV,1HF,tube_COT,,,C
01TI6114A.PV,1HF,tube_COT,,,C
01TI6122A.PV,1HF,tube_COT,,,C
01TI6128A.PV,1HF,tube_COT,,,C
01TI6158A.PV,1HF,tube_COT,,,D
01TI6168A.PV,1HF,tube_COT,,,D
01TI7030A.PV,1HG,tube_COT,,,A
01TI7052A.PV,1HG,tube_COT,,,B
01TI7055A.PV,1HG,tube_COT,,,B
01TI7105A.PV,1HG,tube_COT,,,C
01TI7126A.PV,1HG,tube_COT,H-G TUBE CUR COT 126,DEGC,C
01TI7135A.PV,1HG,tube_COT,,,C
01TI7157A.PV,1HG,tube_COT,,,D
01TI7162A.PV,1HG,tube_COT,,,D
01TI7166A.PV,1HG,tube_COT,,,D
01TI6111A.PV,1HF,tube_COT,,,C
01TI6149A.PV,1HF,tube_COT,H-F TUBE CUR COT 149,DEGC,D
01TI6166A.PV,1HF,tube_COT,,,D
01TI6169A.PV,1HF,tube_COT,,,D
01TI6178A.PV,1HF,tube_COT,,,D
01TI7019A.PV,1HG,tube_COT,,,A
01TI7095A.PV,1HG,tube_COT,,,B
01TI7103A.PV,1HG,tube_COT,,,C
01TI7120A.PV,1HG,tube_COT,,,C
01TI7122A.PV,1HG,tube_COT,H-G TUBE CUR COT 122,DEGC,C
01TI7125A.PV,1HG,tube_COT,H-G TUBE CUR COT 125,DEGC,C
01TI7158A.PV,1HG,tube_COT,,,D
01TI7167A.PV,1HG,tube_COT,,,D
01TI6116A.PV,1HF,tube_COT,,,C
01TI6138A.PV,1HF,tube_COT,,,C
01TI6148A.PV,1HF,tube_COT,H-F TUBE CUR COT 148,DEGC,D
01TI6174A.PV,1HF,tube_COT,,,D
01TI6182A.PV,1HF,tube_COT,,,D
01TI7014A.PV,1HG,tube_COT,H-G TUBE CUR COT 014,DEGC,A
01TI7048A.PV,1HG,tube_COT,,,A
01TI7053A.PV,1HG,tube_COT,,,B
01TI7066A.PV,1HG,tube_COT,,,B
01TI7087A.PV,1HG,tube_COT,,,B
01TI7099A.PV,1HG,tube_COT,,,C
01TI7106A.PV,1HG,tube_COT,,,C
01TI7116A.PV,1HG,tube_COT,,,C
01TI6123A.PV,1HF,tube_COT,,,C
01TI6130A.PV,1HF,tube_COT,,,C
01TI6142A.PV,1HF,tube_COT,H-F TUBE CUR COT 142,DEGC,C
01TI6150A.PV,1HF,tube_COT,,DEGC,D
01TI6151A.PV,1HF,tube_COT,,,D
01TI6157A.PV,1HF,tube_COT,,,D
01TI6163A.PV,1HF,tube_COT,,,D
01TI6175A.PV,1HF,tube_COT,,,D
01TI7035A.PV,1HG,tube_COT,,,A
01TI7037A.PV,1HG,tube_COT,,,A
01TI7046A.PV,1HG,tube_COT,,,A
01TI7065A.PV,1HG,tube_COT,,,B
01TI7090A.PV,1HG,tube_COT,,,B
01TI7094A.PV,1HG,tube_COT,,,B
01TI7112A.PV,1HG,tube_COT,,,C
01TI7129A.PV,1HG,tube_COT,,DEGC,C
01TI7139A.PV,1HG,tube_COT,,,C
01TI7140A.PV,1HG,tube_COT,,,C
01TI7142A.PV,1HG,tube_COT,,,C
01TI7163A.PV,1HG,tube_COT,,,D
01TI7192A.PV,1HG,tube_COT,H-G TUBE CUR COT 192,DEGC,D
01TI6104A.PV,1HF,tube_COT,,,C
01TI6112A.PV,1HF,tube_COT,,,C
01TI6121A.PV,1HF,tube_COT,,,C
01TI6126A.PV,1HF,tube_COT,,,C
01TI6127A.PV,1HF,tube_COT,,,C
01TI6131A.PV,1HF,tube_COT,,,C
01TI6137A.PV,1HF,tube_COT,,,C
01TI6143A.PV,1HF,tube_COT,H-F TUBE CUR COT 143,DEGC,C
01TI7001A.PV,1HG,tube_COT,,,A
01TI7004A.PV,1HG,tube_COT,,,A
01TI7005A.PV,1HG,tube_COT,,,A
01TI7020A.PV,1HG,tube_COT,,,A
01TI7024A.PV,1HG,tube_COT,,,A
01TI7064A.PV,1HG,tube_COT,,,B
01TI7072A.PV,1HG,tube_COT,,DEGC,B
01TI7079A.PV,1HG,tube_COT,,,B
01TI7127A.PV,1HG,tube_COT,H-G TUBE CUR COT 127,DEGC,C
01TI7130A.PV,1HG,tube_COT,,,C
01TI7131A.PV,1HG,tube_COT,,,C
01TI7161A.PV,1HG,tube_COT,,,D
01TI7170A.PV,1HG,tube_COT,,,D
01TI7177A.PV,1HG,tube_COT,,,D
01TI6105A.PV,1HF,tube_COT,,,C
01TI6172A.PV,1HF,tube_COT,,,D
01TI6181A.PV,1HF,tube_COT,,,D
01TI7021A.PV,1HG,tube_COT,,,A
01TI7038A.PV,1HG,tube_COT,,,A
01TI7054A.PV,1HG,tube_COT,,,B
01TI7075A.PV,1HG,tube_COT,,,B
01TI7082A.PV,1HG,tube_COT,,,B
01TI7104A.PV,1HG,tube_COT,,,C
01TI7110A.PV,1HG,tube_COT,,,C
01TI7115A.PV,1HG,tube_COT,,,C
01TI7136A.PV,1HG,tube_COT,,,C
01TI7141A.PV,1HG,tube_COT,,,C
01TI7153A.PV,1HG,tube_COT,,,D
01TI7164A.PV,1HG,tube_COT,,,D
01TI7175A.PV,1HG,tube_COT,,,D
01TI7178A.PV,1HG,tube_COT,,,D
01TI7185A.PV,1HG,tube_COT,H-G TUBE CUR COT 185,DEGC,D
01TI6133A.PV,1HF,tube_COT,,,C
01TI6134A.PV,1HF,tube_COT,,,C
01TI6147A.PV,1HF,tube_COT,H-F TUBE CUR COT 147,DEGC,D
01TI7071A.PV,1HG,tube_COT,H-G TUBE CUR COT 071,DEGC,B
01TI7074A.PV,1HG,tube_COT,,,B
01TI7091A.PV,1HG,tube_COT,,,B
01TI7119A.PV,1HG,tube_COT,,,C
01TI7121A.PV,1HG,tube_COT,H-G TUBE CUR COT 121,DEGC,C
01TI7138A.PV,1HG,tube_COT,,,C
01TI7148A.PV,1HG,tube_COT,,,D
01TI7173A.PV,1HG,tube_COT,,,D
01TI6119A.PV,1HF,tube_COT,,,C
01TI6136A.PV,1HF,tube_COT,,,C
01TI6159A.PV,1HF,tube_COT,,,D
01TI6165A.PV,1HF,tube_COT,,,D
01TI6171A.PV,1HF,tube_COT,,,D
01TI7011A.PV,1HG,tube_COT,H-G TUBE CUR COT 011,DEGC,A
01TI7012A.PV,1HG,tube_COT,H-G TUBE CUR COT 012,DEGC,A
01TI7017A.PV,1HG,tube_COT,,,A
01TI7026A.PV,1HG,tube_COT,,,A
01TI7029A.PV,1HG,tube_COT,,,A
01TI7034A.PV,1HG,tube_COT,,,A
01TI7069A.PV,1HG,tube_COT,,,B
01TI7083A.PV,1HG,tube_COT,,,B
01TI7108A.PV,1HG,tube_COT,,,C
01TI7144A.PV,1HG,tube_COT,,,C
01TI7147A.PV,1HG,tube_COT,,,D
01TI7176A.PV,1HG,tube_COT,,,D
01TI7180A.PV,1HG,tube_COT,,,D
01TI7186A.PV,1HG,tube_COT,H-G TUBE CUR COT 186,DEGC,D
01TI7190A.PV,1HG,tube_COT,H-G TUBE CUR COT 190,DEGC,D
01TI1008.PV,1HC,tube_COT_long,BANK #B PQE #8,C,B
01TI0808.PV,1HA,tube_COT_long,BANK #B PQE #8,C,B
01TI1012.PV,1HC,tube_COT_long,BANK #C PQE #8,C,C
01TI0811.PV,1HA,tube_COT_long,BANK #C PQE #5,C,C
01TI1111.PV,1HD,tube_COT_long,BANK #C PQE #5,C,C
01TI1116.PV,1HD,tube_COT_long,BANK #D PQE #8,C,D
01TI1216.PV,1HE,tube_COT_long,BANK #D PQE #8,C,D
01TI1302.PV,1HF,tube_COT_long,BANK #A PQE #5,C,A
01TI1315.PV,1HF,tube_COT_long,BANK #D PQE #5,C,D
01TI0803.PV,1HA,tube_COT_long,BANK #A PQE #8,C,A
01TI0911.PV,1HB,tube_COT_long,BANK #C PQE #5,C,C
01TI1007.PV,1HC,tube_COT_long,BANK #B PQE #5,C,B
01TI1307.PV,1HF,tube_COT_long,BANK #B PQE #5,C,B
01TI1308.PV,1HF,tube_COT_long,BANK #B PQE #8,C,B
01TI1312.PV,1HF,tube_COT_long,BANK #C PQE #8,C,C
01TI0902.PV,1HB,tube_COT_long,BANK #A PQE #5,C,A
01TI0907.PV,1HB,tube_COT_long,BANK #B PQE #5,C,B
01TI0908.PV,1HB,tube_COT_long,BANK #B PQE #8,C,B
01TI1208.PV,1HE,tube_COT_long,BANK #B PQE #8,C,B
01TI1211.PV,1HE,tube_COT_long,BANK #C PQE #5,C,C
01TI0812.PV,1HA,tube_COT_long,BANK #C PQE #8,C,C
01TI1107.PV,1HD,tube_COT_long,BANK #B PQE #5,C,B
01TI0815.PV,1HA,tube_COT_long,BANK #D PQE #5,C,D
01TI1003.PV,1HC,tube_COT_long,BANK #A PQE #8,C,A
01TI1303.PV,1HF,tube_COT_long,BANK #A PQE #8,C,A
01TI0807.PV,1HA,tube_COT_long,BANK #B PQE #5,C,B
01TI1112.PV,1HD,tube_COT_long,BANK #C PQE #8,C,C
01TI1002.PV,1HC,tube_COT_long,BANK #A PQE #5,C,A
01TI0816.PV,1HA,tube_COT_long,BANK #D PQE #8,C,D
01TI1202.PV,1HE,tube_COT_long,BANK #A PQE #5,C,A
01TI1212.PV,1HE,tube_COT_long,BANK #C PQE #8,C,C
01TI1311.PV,1HF,tube_COT_long,BANK #C PQE #5,C,C
01TI0915.PV,1HB,tube_COT_long,BANK #D PQE #5,C,D
01TI1011.PV,1HC,tube_COT_long,BANK #C PQE #5,C,C
01TI1015.PV,1HC,tube_COT_long,BANK #D PQE #5,C,D
01TI1103.PV,1HD,tube_COT_long,BANK #A PQE #8,C,A
01TI1207.PV,1HE,tube_COT_long,BANK #B PQE #5,C,B
01TI0802.PV,1HA,tube_COT_long,BANK #A PQE #5,C,A
01TI0912.PV,1HB,tube_COT_long,BANK #C PQE #8,C,C
01TI1016.PV,1HC,tube_COT_long,BANK #D PQE #8,C,D
01TI1108.PV,1HD,tube_COT_long,BANK #B PQE #8,C,B
01TI1115.PV,1HD,tube_COT_long,BANK #D PQE #5,C,D
01TI1203.PV,1HE,tube_COT_long,BANK #A PQE #8,C,A
01TI0903.PV,1HB,tube_COT_long,BANK #A PQE #8,C,A
01TI0916.PV,1HB,tube_COT_long,BANK #D PQE #8,C,D
01TI1102.PV,1HD,tube_COT_long,BANK #A PQE #5,C,A
01TI1215.PV,1HE,tube_COT_long,BANK #D PQE #5,C,D
01TI1316.PV,1HF,tube_COT_long,BANK #D PQE #8,C,D
01TI1412.PV,1HG,tube_COT_long,BANK #C PQE #8,C,C
01TI1416.PV,1HG,tube_COT_long,BANK #D PQE #8,C,D
01TI1403.PV,1HG,tube_COT_long,BANK #A PQE #8,C,A
01TI1408.PV,1HG,tube_COT_long,BANK #B PQE #8,C,B
01TI1411.PV,1HG,tube_COT_long,BANK #C PQE #5,C,C
01TI1407.PV,1HG,tube_COT_long,BANK #B PQE #5,C,B
01TI1402.PV,1HG,tube_COT_long,BANK #A PQE #5,C,A
01TI1415.PV,1HG,tube_COT_long,BANK #D PQE #5,C,D
01FC0407.PV,1HC,feed_flow,H1C FD #B   PASS,NM3/H,B
01FC0409.PV,1HC,feed_flow,H1C FD #C   PASS,NM3/H,C
01FC0711.PV,1HF,feed_flow,H1F FD #D PASS,NM3/H,D
01FC0411.PV,1HC,feed_flow,H1C FD  #D   PASS,NM3/H,D
01FC0705.PV,1HF,feed_flow,H1F FD #A PASS,NM3/H,A
01FC0709.PV,1HF,feed_flow,H1F FD #C PASS,NM3/H,C
01FC0611.PV,1HE,feed_flow,H1E FD #D    PASS,NM3/H,D
01FC0707.PV,1HF,feed_flow,H1F FD #B PASS,NM3/H,B
01FC0205.PV,1HA,feed_flow,H1A FD #A   PASS,NM3/H,A
01FC0209.PV,1HA,feed_flow,H1A FD #C   PASS,NM3/H,C
01FC0211.PV,1HA,feed_flow,H1A FD #D  PASS,NM3/H,D
01FC0605.PV,1HE,feed_flow,HIE FD #A    PASS,NM3/H,A
01FC0305.PV,1HB,feed_flow,H1B FD #A PASS,NM3/H,A
01FC0505.PV,1HD,feed_flow,H1D FD #A    PASS,NM3/H,A
01FC0307.PV,1HB,feed_flow,H1B FD #B PASS,NM3/H,B
01FC0405.PV,1HC,feed_flow,H1C FD #A   PASS,NM3/H,A
01FC0509.PV,1HD,feed_flow,H1D FD #C    PASS,NM3/H,C
01FC0207.PV,1HA,feed_flow,H1A FD #B   PASS,NM3/H,B
01FC0309.PV,1HB,feed_flow,H1B FD #C PASS,NM3/H,C
01FC0311.PV,1HB,feed_flow,H1B FD #D PASS,NM3/H,D
01FC0609.PV,1HE,feed_flow,H1E FD #C    PASS,NM3/H,C
01FC0511.PV,1HD,feed_flow,H1D FD #D    PASS,NM3/H,D
01FC0507.PV,1HD,feed_flow,H1D FD #B    PASS,NM3/H,B
01FC0607.PV,1HE,feed_flow,H1E FD #B   PASS,NM3/H,B
01FC0811.PV,1HG,feed_flow,H1G FD #D  PASS,NM3/H,D
01FC0809.PV,1HG,feed_flow,H1G FD #C   PASS,NM3/H,C
01FC0805.PV,1HG,feed_flow,H1G FD #A   PASS,NM3/H,A
01FC0807.PV,1HG,feed_flow,H1G FD #B   PASS,NM3/H,B
01FC0323.PV,1HB,dil_steam,H1B DS #C   PASS,KG/H,C
01FC0626.PV,1HE,dil_steam,H1E DS #D PASS,KG/H,D
01FC0317.PV,1HB,dil_steam,H1B DS #A   PASS,KG/H,A
01FC0420.PV,1HC,dil_steam,H1C DS #B   PASS,KG/H,B
01FC0326.PV,1HB,dil_steam,H1B DS #D   PASS,KG/H,D
01FC0617.PV,1HE,dil_steam,H1E DS#A PASS,KG/H,A
01FC0223.PV,1HA,dil_steam,H1A DS #C   PASS,KG/H,C
01FC0726.PV,1HF,dil_steam,H1F DS #D PASS,KG/H,D
01FC0417.PV,1HC,dil_steam,H1C DS #A   PASS,KG/H,A
01FC0217.PV,1HA,dil_steam,H1A DS #A   PASS,KG/H,A
01FC0423.PV,1HC,dil_steam,H1C DS #C   PASS,KG/H,C
01FC0426.PV,1HC,dil_steam,H1C DS #D   PASS,KG/H,D
01FC0623.PV,1HE,dil_steam,H1E DS #C PASS,KG/H,C
01FC0320.PV,1HB,dil_steam,H1B DS #B   PASS,KG/H,B
01FC0520.PV,1HD,dil_steam,H1D DS #B  PASS,KG/H,B
01FC0226.PV,1HA,dil_steam,H1A DS #D   PASS,KG/H,D
01FC0720.PV,1HF,dil_steam,H1F DS #B PASS,KG/H,B
01FC0723.PV,1HF,dil_steam,H1F DS #C PASS,KG/H,C
01FC0620.PV,1HE,dil_steam,H1E DS #B PASS,KG/H,B
01FC0717.PV,1HF,dil_steam,H1F DS #A PASS,KG/H,A
01FC0220.PV,1HA,dil_steam,H1A DS #B   PASS,KG/H,B
01FC0517.PV,1HD,dil_steam,H1D DS #A  PASS,KG/H,A
01FC0523.PV,1HD,dil_steam,H1D DS #C  PASS,KG/H,C
01FC0526.PV,1HD,dil_steam,H1D DS #D  PASS,KG/H,D
01FC0823.PV,1HG,dil_steam,H1G DS #C   PASS,KG/H,C
01FC0820.PV,1HG,dil_steam,H1G DS #B   PASS,KG/H,B
01FC0826.PV,1HG,dil_steam,H1G DS #D   PASS,KG/H,D
01FC0817.PV,1HG,dil_steam,H1G DS #A   PASS,KG/H,A
01FC0633.PV,1HE,decoke_air,FUR E PASS A DE-COKE AIR,NM3/H,A
01FC0533.PV,1HD,decoke_air,FUR D PASS A DE-COKE AIR,NM3/H,A
01FC0434.PV,1HC,decoke_air,FUR C PASSB DECOKE AIR,NM3/H,B
01FC0536.PV,1HD,decoke_air,FUR D PASS D DE-COKE AIR,NM3/H,D
01FC0433.PV,1HC,decoke_air,FUR C PASSA DECOKE AIR,NM3/H,A
01FC0733.PV,1HF,decoke_air,FUR F PASS A DE-COKE AIR,NM3/H,A
01FC0334.PV,1HB,decoke_air,FUR B PASS B DE-COKE AIR,NM3/H,B
01FC0236.PV,1HA,decoke_air,FUR A PASS D DE-COKE AIR,NM3/H,D
01FC0534.PV,1HD,decoke_air,FUR D PASS B DE-COKE AIR,NM3/H,B
01FC0736.PV,1HF,decoke_air,FUR F PASS D DE-COKE AIR,NM3/H,D
01FC0233.PV,1HA,decoke_air,FUR A PASS A DE-COKE AIR,NM3/H,A
01FC0635.PV,1HE,decoke_air,FUR E PASS C DE-COKE AIR,NM3/H,C
01FC0333.PV,1HB,decoke_air,FUR B PASS A DE-COKE AIR,NM3/H,A
01FC0335.PV,1HB,decoke_air,FUR B PASS C DE-COKE AIR,NM3/H,C
01FC0336.PV,1HB,decoke_air,FUR B PASS D DE-COKE AIR,NM3/H,D
01FC0735.PV,1HF,decoke_air,FUR F PASS C DE-COKE AIR,NM3/H,C
01FC0634.PV,1HE,decoke_air,FUR E PASS B DE-COKE AIR,NM3/H,B
01FC0734.PV,1HF,decoke_air,FUR F PASS B DE-COKE AIR,NM3/H,B
01FC0435.PV,1HC,decoke_air,FUR C PASSC DECOKE AIR,NM3/H,C
01FC0436.PV,1HC,decoke_air,FUR C PASSD DECOKE AIR,NM3/H,D
01FC0636.PV,1HE,decoke_air,FUR E PASS D DE-COKE AIR,NM3/H,D
01FC0234.PV,1HA,decoke_air,FUR A PASS B DE-COKE AIR,NM3/H,B
01FC0235.PV,1HA,decoke_air,FUR A PASS C DE-COKE AIR,NM3/H,C
01FC0535.PV,1HD,decoke_air,FUR D PASS C DE-COKE AIR,NM3/H,C
01FC0833.PV,1HG,decoke_air,FUR G PASS A DE-COKE AIR,NM3/H,A
01FC0835.PV,1HG,decoke_air,FUR G PASS C DE-COKE AIR,NM3/H,C
01FC0836.PV,1HG,decoke_air,FUR G PASS D DE-COKE AIR,NM3/H,D
01FC0834.PV,1HG,decoke_air,FUR G PASS B DE-COKE AIR,NM3/H,B
01TC0805.PV,1HA,cot_ctrl,H-1A COT,C,
01TC1105.PV,1HD,cot_ctrl,H-1D COT,C,
01TC1205.PV,1HE,cot_ctrl,H-1E COT,C,
01TC0905.PV,1HB,cot_ctrl,H-1B COT,C,
01TC1305.PV,1HF,cot_ctrl,H-1F COT,C,
01TC1005.PV,1HC,cot_ctrl,H-1C COT,C,
01TC1405.PV,1HG,cot_ctrl,H-1G COT,C,
01PI1801.PV,1HE,coil_out_P,EFFL FM     1-E-15E,KG/CM2,
01PI1804.PV,1HE,coil_out_P,EFFL FM     1-E-16E,KG/CM2,
01PI1904.PV,1HF,coil_out_P,EFFL FM     1-E-16F,KG/CM2,
01PI1901.PV,1HF,coil_out_P,EFFL FM     1-E-15F,KG/CM2,
01PI1404.PV,1HA,coil_out_P,EFFL FM     1-E-16A,KG/CM2,
01PI1701.PV,1HD,coil_out_P,EFFL FM     1-E-15D,KG/CM2,
01PI1604.PV,1HC,coil_out_P,EFFL FM     1-E-16C,KG/CM2,
01PI1401.PV,1HA,coil_out_P,EFFL FM     1-E-15A,KG/CM2,
01PI1504.PV,1HB,coil_out_P,EFFL FM     1-E-16B,KG/CM2,
01PI1704.PV,1HD,coil_out_P,EFFL FM     1-E-16D,KG/CM2,
01PI1501.PV,1HB,coil_out_P,EFFL FM     1-E-15B,KG/CM2,
01PI1601.PV,1HC,coil_out_P,EFFL FM     1-E-15C,KG/CM2,
01PI2001.PV,1HG,coil_out_P,EFFL FM     1-E-15G,KG/CM2,
01PI2004.PV,1HG,coil_out_P,EFFL FM     1-E-16G,KG/CM2,
01PC6041.PV,1HC,draft,H1C CONV    DRAFT,MMH2O,
01PC6021.PV,1HB,draft,H1B CONV    DRAFT,MMH2O,
01PC6101.PV,1HF,draft,H1F CONV    DRAFT,MMH2O,
01PC6001.PV,1HA,draft,H1A CONV    DRAFT,MMH2O,
01PC6061.PV,1HD,draft,H1D CONV    DRAFT,MMH2O,
01PC6081.PV,1HE,draft,H1E CONV    DRAFT,MMH2O,
01PC6121.PV,1HG,draft,H1G CONV    DRAFT,MMH2O,
01TI0231.PV,1HA,feed_coilT,FD COIL     1-H-1A,C,
01TI0629.PV,1HE,feed_coilT,FD COIL     1-H-1E,C,
01TI0630.PV,1HE,feed_coilT,FD COIL     1-H-1E,C,
01TI0330.PV,1HB,feed_coilT,FD COIL     1-H-1B,C,
01TI0531.PV,1HD,feed_coilT,FD COIL     1-H-1D,C,
01TI0631.PV,1HE,feed_coilT,FD COIL     1-H-1E,C,
01TI0632.PV,1HE,feed_coilT,FD COIL     1-H-1E,C,
01TI0530.PV,1HD,feed_coilT,FD COIL     1-H-1D,C,
01TI0732.PV,1HF,feed_coilT,FD COIL     1-H-1F,C,
01TI0232.PV,1HA,feed_coilT,FD COIL     1-H-1A,C,
01TI0532.PV,1HD,feed_coilT,FD COIL     1-H-1D,C,
01TI0731.PV,1HF,feed_coilT,FD COIL     1-H-1F,C,
01TI0329.PV,1HB,feed_coilT,FD COIL     1-H-1B,C,
01TI0332.PV,1HB,feed_coilT,FD COIL     1-H-1B,C,
01TI0730.PV,1HF,feed_coilT,FD COIL     1-H-1F,C,
01TI0229.PV,1HA,feed_coilT,FD COIL     1-H-1A,C,
01TI0230.PV,1HA,feed_coilT,FD COIL     1-H-1A,C,
01TI0432.PV,1HC,feed_coilT,FD COIL     1-H-1C,C,
01TI0331.PV,1HB,feed_coilT,FD COIL     1-H-1B,C,
