ID,furnace,role,Description,UoM,pass
01TI2127A.PV,1HB,tube_COT,,,C
01TI2132A.PV,1HB,tube_COT,,,C
01TI3012A.PV,1HC,tube_COT,,,A
01TI3015A.PV,1HC,tube_COT,,,A
01TI3023A.PV,1HC,tube_COT,,,A
01TI3034A.PV,1HC,tube_COT,,,A
01TI3048A.PV,1HC,tube_COT,,,A
01TI3055A.PV,1HC,tube_COT,,,B
01TI3060A.PV,1HC,tube_COT,,,B
01TI3086A.PV,1HC,tube_COT,,,B
01TI3141A.PV,1HC,tube_COT,,,C
01TI3155A.PV,1HC,tube_COT,H-C TUBE CUR COT 155,DEGC,D
01TI3176A.PV,1HC,tube_COT,,,D
01TI3186A.PV,1HC,tube_COT,,,D
01TI4017A.PV,1HD,tube_COT,,,A
01TI4064A.PV,1HD,tube_COT,,,B
01TI4065A.PV,1HD,tube_COT,,,B
01TI4068A.PV,1HD,tube_COT,,,B
01TI4073A.PV,1HD,tube_COT,H-D TUBE CUR COT 073,DEGC,B
01TI4095A.PV,1HD,tube_COT,,,B
01TI4099A.PV,1HD,tube_COT,,,C
01TI4102A.PV,1HD,tube_COT,,,C
01TI4167A.PV,1HD,tube_COT,,,D
01TI4170A.PV,1HD,tube_COT,,,D
01TI4191A.PV,1HD,tube_COT,H-D TUBE CUR COT 191,DEGC,D
01TI5003A.PV,1HE,tube_COT,,,A
01TI5008A.PV,1HE,tube_COT,,,A
01TI5047A.PV,1HE,tube_COT,,,A
01TI5049A.PV,1HE,tube_COT,,,B
01TI5054A.PV,1HE,tube_COT,H-E TUBE CUR COT 054,DEGC,B
01TI5057A.PV,1HE,tube_COT,,DEGC,B
01TI5075A.PV,1HE,tube_COT,,,B
01TI5091A.PV,1HE,tube_COT,,,B
01TI5104A.PV,1HE,tube_COT,,,C
01TI5112A.PV,1HE,tube_COT,H-E TUBE CUR COT 112,DEGC,C
01TI5123A.PV,1HE,tube_COT,,,C
01TI5124A.PV,1HE,tube_COT,,,C
01TI5139A.PV,1HE,tube_COT,,,C
01TI5142A.PV,1HE,tube_COT,,,C
01TI5146A.PV,1HE,tube_COT,,,D
01TI5157A.PV,1HE,tube_COT,,,D
01TI5159A.PV,1HE,tube_COT,,,D
01TI6022A.PV,1HF,tube_COT,,,A
01TI6023A.PV,1HF,tube_COT,,,A
01TI6072A.PV,1HF,tube_COT,,,B
01TI4001A.PV,1HD,tube_COT,,,A
01TI4026A.PV,1HD,tube_COT,,,A
01TI4058A.PV,1HD,tube_COT,,,B
01TI4078A.PV,1HD,tube_COT,,DEGC,B
01TI4117A.PV,1HD,tube_COT,,,C
01TI4129A.PV,1HD,tube_COT,,,C
01TI4139A.PV,1HD,tube_COT,,,C
01TI4143A.PV,1HD,tube_COT,,,C
01TI4150A.PV,1HD,tube_COT,,,D
01TI4162A.PV,1HD,tube_COT,,,D
01TI4169A.PV,1HD,tube_COT,,,D
01TI4175A.PV,1HD,tube_COT,,,D
01TI4185A.PV,1HD,tube_COT,,,D
01TI4187A.PV,1HD,tube_COT,,,D
01TI5002A.PV,1HE,tube_COT,,,A
01TI5005A.PV,1HE,tube_COT,,,A
01TI5015A.PV,1HE,tube_COT,,,A
01TI5017A.PV,1HE,tube_COT,,,A
01TI5022A.PV,1HE,tube_COT,,,A
01TI5045A.PV,1HE,tube_COT,,,A
01TI5059A.PV,1HE,tube_COT,,,B
01TI5068A.PV,1HE,tube_COT,,,B
01TI5069A.PV,1HE,tube_COT,,,B
01TI5099A.PV,1HE,tube_COT,,,C
01TI5134A.PV,1HE,tube_COT,,,C
01TI5136A.PV,1HE,tube_COT,,,C
01TI5163A.PV,1HE,tube_COT,,,D
01TI5165A.PV,1HE,tube_COT,,,D
01TI5174A.PV,1HE,tube_COT,,,D
01TI5175A.PV,1HE,tube_COT,,,D
01TI5180A.PV,1HE,tube_COT,,,D
01TI5186A.PV,1HE,tube_COT,,,D
01TI6006A.PV,1HF,tube_COT,,,A
01TI6015A.PV,1HF,tube_COT,,,A
01TI6016A.PV,1HF,tube_COT,,,A
01TI6030A.PV,1HF,tube_COT,,,A
01TI6040A.PV,1HF,tube_COT,,,A
01TI6044A.PV,1HF,tube_COT,,,A
01TI6060A.PV,1HF,tube_COT,,,B
01TI6070A.PV,1HF,tube_COT,,,B
01TI6073A.PV,1HF,tube_COT,,,B
01TI6075A.PV,1HF,tube_COT,,,B
01TI6088A.PV,1HF,tube_COT,,,B
01TI6090A.PV,1HF,tube_COT,,,B
01TI3175A.PV,1HC,tube_COT,,,D
01TI3181A.PV,1HC,tube_COT,,,D
01TI4007A.PV,1HD,tube_COT,,,A
01TI4012A.PV,1HD,tube_COT,,,A
01TI4028A.PV,1HD,tube_COT,,,A
01TI4047A.PV,1HD,tube_COT,,,A
01TI4079A.PV,1HD,tube_COT,,,B
01TI4090A.PV,1HD,tube_COT,,,B
01TI4092A.PV,1HD,tube_COT,,,B
01TI4093A.PV,1HD,tube_COT,,,B
01TI4121A.PV,1HD,tube_COT,,,C
01TI4122A.PV,1HD,tube_COT,,,C
01TI4124A.PV,1HD,tube_COT,,,C
01TI4160A.PV,1HD,tube_COT,,,D
01TI4174A.PV,1HD,tube_COT,,,D
01TI5006A.PV,1HE,tube_COT,,,A
01TI5009A.PV,1HE,tube_COT,,,A
01TI5041A.PV,1HE,tube_COT,,,A
01TI5145A.PV,1HE,tube_COT,,,D
01TI5182A.PV,1HE,tube_COT,,,D
01TI6011A.PV,1HF,tube_COT,,,A
01TI6012A.PV,1HF,tube_COT,,,A
01TI6020A.PV,1HF,tube_COT,,,A
01TI6038A.PV,1HF,tube_COT,,,A
01TI6069A.PV,1HF,tube_COT,,,B
01TI6084A.PV,1HF,tube_COT,,,B
01TI6089A.PV,1HF,tube_COT,,,B
01TI3159A.PV,1HC,tube_COT,,,D
01TI3173A.PV,1HC,tube_COT,,,D
01TI3180A.PV,1HC,tube_COT,,,D
01TI3185A.PV,1HC,tube_COT,,,D
01TI3189A.PV,1HC,tube_COT,,,D
01TI4002A.PV,1HD,tube_COT,,,A
01TI4003A.PV,1HD,tube_COT,,,A
01TI4005A.PV,1HD,tube_COT,,,A
01TI4006A.PV,1HD,tube_COT,,,A
01TI4027A.PV,1HD,tube_COT,,,A
01TI4044A.PV,1HD,tube_COT,,,A
01TI4054A.PV,1HD,tube_COT,,,B
01TI4126A.PV,1HD,tube_COT,,,C
01TI4140A.PV,1HD,tube_COT,,,C
01TI4165A.PV,1HD,tube_COT,,,D
01TI4189A.PV,1HD,tube_COT,,,D
01TI5023A.PV,1HE,tube_COT,,,A
01TI5029A.PV,1HE,tube_COT,,,A
01TI5037A.PV,1HE,tube_COT,,,A
01TI5065A.PV,1HE,tube_COT,,,B
01TI5070A.PV,1HE,tube_COT,,,B
01TI5103A.PV,1HE,tube_COT,,,C
01TI5128A.PV,1HE,tube_COT,,,C
01TI5147A.PV,1HE,tube_COT,,,D
01TI5167A.PV,1HE,tube_COT,,,D
01TI5178A.PV,1HE,tube_COT,,,D
01TI5189A.PV,1HE,tube_COT,,,D
01TI6057A.PV,1HF,tube_COT,,,B
01TI6078A.PV,1HF,tube_COT,,,B
01TI6083A.PV,1HF,tube_COT,,,B
01TI3158A.PV,1HC,tube_COT,,,D
01TI3164A.PV,1HC,tube_COT,,,D
01TI3170A.PV,1HC,tube_COT,,,D
01TI4010A.PV,1HD,tube_COT,,,A
01TI4021A.PV,1HD,tube_COT,,DEGC,A
01TI4025A.PV,1HD,tube_COT,,,A
01TI4032A.PV,1HD,tube_COT,,,A
01TI4038A.PV,1HD,tube_COT,,,A
01TI4060A.PV,1HD,tube_COT,,,B
01TI4069A.PV,1HD,tube_COT,,,B
01TI4074A.PV,1HD,tube_COT,H-D TUBE CUR COT 074,DEGC,B
01TI4075A.PV,1HD,tube_COT,H-D TUBE CUR COT 075,DEGC,B
01TI4137A.PV,1HD,tube_COT,,,C
01TI4138A.PV,1HD,tube_COT,,,C
01TI5055A.PV,1HE,tube_COT,H-E TUBE CUR COT 055,DEGC,B
01TI5092A.PV,1HE,tube_COT,,,B
01TI5093A.PV,1HE,tube_COT,,,B
01TI5094A.PV,1HE,tube_COT,,,B
01TI5111A.PV,1HE,tube_COT,H-E TUBE CUR COT 111,DEGC,C
01TI5116A.PV,1HE,tube_COT,,,C
01TI5126A.PV,1HE,tube_COT,,,C
01TI5137A.PV,1HE,tube_COT,,,C
01TI5144A.PV,1HE,tube_COT,,,C
01TI5150A.PV,1HE,tube_COT,,,D
01TI5155A.PV,1HE,tube_COT,,,D
01TI5169A.PV,1HE,tube_COT,,,D
01TI5176A.PV,1HE,tube_COT,,,D
01TI5187A.PV,1HE,tube_COT,,,D
01TI6032A.PV,1HF,tube_COT,H-F TUBE CUR COT 032,DEGC,A
01TI6092A.PV,1HF,tube_COT,H-F TUBE CUR COT 092,DEGC,B
01TI6099A.PV,1HF,tube_COT,,,C
01TI3167A.PV,1HC,tube_COT,,,D
01TI3184A.PV,1HC,tube_COT,,,D
01TI3188A.PV,1HC,tube_COT,,,D
01TI3190A.PV,1HC,tube_COT,,,D
01TI4022A.PV,1HD,tube_COT,,,A
01TI4061A.PV,1HD,tube_COT,,,B
01TI4066A.PV,1HD,tube_COT,,,B
01TI4070A.PV,1HD,tube_COT,,,B
01TI4111A.PV,1HD,tube_COT,,,C
01TI4131A.PV,1HD,tube_COT,H-D TUBE CUR COT 131,DEGC,C
01TI4144A.PV,1HD,tube_COT,,,C
01TI4183A.PV,1HD,tube_COT,,,D
01TI4186A.PV,1HD,tube_COT,,,D
01TI4190A.PV,1HD,tube_COT,,,D
01TI5014A.PV,1HE,tube_COT,,,A
01TI5043A.PV,1HE,tube_COT,,,A
01TI5046A.PV,1HE,tube_COT,,,A
01TI5073A.PV,1HE,tube_COT,,,B
01TI5100A.PV,1HE,tube_COT,,,C
01TI5117A.PV,1HE,tube_COT,,,C
01TI5121A.PV,1HE,tube_COT,,,C
01TI5127A.PV,1HE,tube_COT,,,C
01TI5149A.PV,1HE,tube_COT,,,D
01TI5156A.PV,1HE,tube_COT,,,D
01TI5161A.PV,1HE,tube_COT,,,D
01TI5171A.PV,1HE,tube_COT,,DEGC,D
01TI5179A.PV,1HE,tube_COT,,,D
01TI6009A.PV,1HF,tube_COT,,,A
01TI6018A.PV,1HF,tube_COT,,,A
01TI6042A.PV,1HF,tube_COT,,,A
01TI6045A.PV,1HF,tube_COT,,,A
01TI6047A.PV,1HF,tube_COT,,,A
01TI6052A.PV,1HF,tube_COT,,,B
01TI6058A.PV,1HF,tube_COT,,,B
01TI6076A.PV,1HF,tube_COT,,,B
01TI6077A.PV,1HF,tube_COT,,,B
01TI6080A.PV,1HF,tube_COT,,,B
01TI3160A.PV,1HC,tube_COT,,,D
01TI3171A.PV,1HC,tube_COT,,,D
01TI3183A.PV,1HC,tube_COT,,,D
01TI4037A.PV,1HD,tube_COT,,,A
01TI4049A.PV,1HD,tube_COT,,,B
01TI4080A.PV,1HD,tube_COT,,,B
01TI4089A.PV,1HD,tube_COT,,,B
01TI4094A.PV,1HD,tube_COT,,,B
01TI4112A.PV,1HD,tube_COT,,,C
01TI4113A.PV,1HD,tube_COT,,,C
01TI4127A.PV,1HD,tube_COT,,,C
01TI4134A.PV,1HD,tube_COT,H-D TUBE CUR COT 134,DEGC,C
01TI4135A.PV,1HD,tube_COT,,DEGC,C
01TI4154A.PV,1HD,tube_COT,,,D
01TI4155A.PV,1HD,tube_COT,,,D
01TI4158A.PV,1HD,tube_COT,,,D
01TI4166A.PV,1HD,tube_COT,,,D
01TI4178A.PV,1HD,tube_COT,,,D
01TI5019A.PV,1HE,tube_COT,,,A
01TI5044A.PV,1HE,tube_COT,,,A
01TI5074A.PV,1HE,tube_COT,,,B
01TI5084A.PV,1HE,tube_COT,,,B
01TI5140A.PV,1HE,tube_COT,,,C
01TI5153A.PV,1HE,tube_COT,,,D
01TI5183A.PV,1HE,tube_COT,,,D
01TI5191A.PV,1HE,tube_COT,,,D
01TI6025A.PV,1HF,tube_COT,,,A
01TI6051A.PV,1HF,tube_COT,,,B
01TI6053A.PV,1HF,tube_COT,,,B
01TI6062A.PV,1HF,tube_COT,,,B
01TI3168A.PV,1HC,tube_COT,,,D
01TI4011A.PV,1HD,tube_COT,,,A
01TI4039A.PV,1HD,tube_COT,,,A
01TI4045A.PV,1HD,tube_COT,,,A
01TI4052A.PV,1HD,tube_COT,,,B
01TI4097A.PV,1HD,tube_COT,,,C
01TI4119A.PV,1HD,tube_COT,,,C
01TI4146A.PV,1HD,tube_COT,,,D
01TI4177A.PV,1HD,tube_COT,,,D
01TI5001A.PV,1HE,tube_COT,,,A
01TI5010A.PV,1HE,tube_COT,,,A
01TI5060A.PV,1HE,tube_COT,,,B
01TI5076A.PV,1HE,tube_COT,,,B
01TI5098A.PV,1HE,tube_COT,,,C
01TI5113A.PV,1HE,tube_COT,H-E TUBE CUR COT 113,DEGC,C
01TI5168A.PV,1HE,tube_COT,,,D
01TI5170A.PV,1HE,tube_COT,,,D
01TI6001A.PV,1HF,tube_COT,,,A
01TI6014A.PV,1HF,tube_COT,,,A
01TI6017A.PV,1HF,tube_COT,,,A
01TI6031A.PV,1HF,tube_COT,H-F TUBE CUR COT 031,DEGC,A
01TI6036A.PV,1HF,tube_COT,,DEGC,A
01TI6048A.PV,1HF,tube_COT,,,A
01TI6054A.PV,1HF,tube_COT,,,B
01TI6064A.PV,1HF,tube_COT,,,B
01TI6087A.PV,1HF,tube_COT,,,B
01TI3182A.PV,1HC,tube_COT,,,D
01TI4009A.PV,1HD,tube_COT,,,A
01TI4013A.PV,1HD,tube_COT,,,A
01TI4031A.PV,1HD,tube_COT,,,A
01TI4034A.PV,1HD,tube_COT,,,A
01TI4040A.PV,1HD,tube_COT,,,A
01TI4046A.PV,1HD,tube_COT,,,A
01TI4053A.PV,1HD,tube_COT,,,B
01TI4100A.PV,1HD,tube_COT,,,C
01TI4171A.PV,1HD,tube_COT,,,D
01TI4172A.PV,1HD,tube_COT,,,D
01TI4173A.PV,1HD,tube_COT,,,D
01TI5011A.PV,1HE,tube_COT,,,A
01TI5033A.PV,1HE,tube_COT,,,A
01TI5036A.PV,1HE,tube_COT,,,A
01TI5081A.PV,1HE,tube_COT,,,B
01TI5095A.PV,1HE,tube_COT,,,B
01TI5122A.PV,1HE,tube_COT,,,C
01TI5130A.PV,1HE,tube_COT,,,C
01TI5135A.PV,1HE,tube_COT,,,C
01TI6004A.PV,1HF,tube_COT,,,A
01TI6027A.PV,1HF,tube_COT,,,A
01TI6028A.PV,1HF,tube_COT,,,A
01TI6033A.PV,1HF,tube_COT,H-F TUBE CUR COT 033,DEGC,A
01TI6034A.PV,1HF,tube_COT,H-F TUBE CUR COT 034,DEGC,A
01TI6086A.PV,1HF,tube_COT,,,B
01TI6096A.PV,1HF,tube_COT,,,B
01TI3161A.PV,1HC,tube_COT,,,D
01TI3169A.PV,1HC,tube_COT,,,D
01TI3179A.PV,1HC,tube_COT,,,D
01TI4008A.PV,1HD,tube_COT,,,A
01TI4014A.PV,1HD,tube_COT,,,A
01TI4033A.PV,1HD,tube_COT,,,A
01TI4036A.PV,1HD,tube_COT,,,A
01TI4042A.PV,1HD,tube_COT,,,A
01TI4043A.PV,1HD,tube_COT,,,A
01TI4071A.PV,1HD,tube_COT,H-D TUBE CUR COT 071,DEGC,B
01TI4076A.PV,1HD,tube_COT,H-D TUBE CUR COT 076,DEGC,B
01TI4086A.PV,1HD,tube_COT,,,B
01TI4098A.PV,1HD,tube_COT,,,C
01TI4101A.PV,1HD,tube_COT,,,C
01TI4105A.PV,1HD,tube_COT,,,C
01TI4114A.PV,1HD,tube_COT,,,C
01TI4120A.PV,1HD,tube_COT,,,C
01TI4125A.PV,1HD,tube_COT,,,C
01TI4130A.PV,1HD,tube_COT,,,C
01TI5004A.PV,1HE,tube_COT,,,A
01TI5020A.PV,1HE,tube_COT,,,A
01TI5026A.PV,1HE,tube_COT,,,A
01TI5027A.PV,1HE,tube_COT,,,A
01TI5039A.PV,1HE,tube_COT,,,A
01TI5051A.PV,1HE,tube_COT,H-E TUBE CUR COT 051,DEGC,B
01TI5053A.PV,1HE,tube_COT,H-E TUBE CUR COT 053,DEGC,B
01TI5063A.PV,1HE,tube_COT,,,B
01TI5079A.PV,1HE,tube_COT,,,B
01TI5082A.PV,1HE,tube_COT,,,B
01TI5083A.PV,1HE,tube_COT,,,B
01TI5088A.PV,1HE,tube_COT,,,B
01TI5096A.PV,1HE,tube_COT,,,B
01TI5105A.PV,1HE,tube_COT,,,C
01TI5158A.PV,1HE,tube_COT,,,D
01TI5190A.PV,1HE,tube_COT,,,D
01TI6024A.PV,1HF,tube_COT,,,A
01TI6026A.PV,1HF,tube_COT,,,A
01TI6095A.PV,1HF,tube_COT,,,B
01TI6098A.PV,1HF,tube_COT,,,C
01TI3166A.PV,1HC,tube_COT,,,D
01TI3172A.PV,1HC,tube_COT,,,D
01TI3187A.PV,1HC,tube_COT,,,D
01TI4016A.PV,1HD,tube_COT,,,A
01TI4041A.PV,1HD,tube_COT,,,A
01TI4081A.PV,1HD,tube_COT,,,B
01TI4084A.PV,1HD,tube_COT,,,B
01TI4103A.PV,1HD,tube_COT,,,C
01TI4128A.PV,1HD,tube_COT,,,C
01TI4161A.PV,1HD,tube_COT,,,D
01TI4164A.PV,1HD,tube_COT,,,D
01TI4180A.PV,1HD,tube_COT,,,D
01TI5025A.PV,1HE,tube_COT,,,A
01TI5080A.PV,1HE,tube_COT,,,B
01TI5102A.PV,1HE,tube_COT,,,C
01TI5106A.PV,1HE,tube_COT,,,C
01TI5115A.PV,1HE,tube_COT,,,C
01TI5120A.PV,1HE,tube_COT,,,C
01TI5154A.PV,1HE,tube_COT,,,D
01TI5181A.PV,1HE,tube_COT,,,D
01TI5185A.PV,1HE,tube_COT,,,D
01TI5192A.PV,1HE,tube_COT,,,D
01TI6010A.PV,1HF,tube_COT,,,A
01TI6021A.PV,1HF,tube_COT,,,A
01TI6046A.PV,1HF,tube_COT,,,A
01TI6059A.PV,1HF,tube_COT,,,B
01TI6094A.PV,1HF,tube_COT,,,B
01TI4019A.PV,1HD,tube_COT,,,A
01TI4020A.PV,1HD,tube_COT,,,A
01TI4030A.PV,1HD,tube_COT,,,A
01TI4055A.PV,1HD,tube_COT,,,B
01TI4077A.PV,1HD,tube_COT,H-D TUBE CUR COT 077,DEGC,B
01TI4082A.PV,1HD,tube_COT,,,B
01TI4091A.PV,1HD,tube_COT,,,B
01TI4132A.PV,1HD,tube_COT,H-D TUBE CUR COT 132,DEGC,C
01TI4136A.PV,1HD,tube_COT,,,C
01TI4145A.PV,1HD,tube_COT,,,D
01TI4152A.PV,1HD,tube_COT,,,D
01TI4153A.PV,1HD,tube_COT,,,D
01TI4163A.PV,1HD,tube_COT,,,D
01TI4168A.PV,1HD,tube_COT,,,D
01TI4176A.PV,1HD,tube_COT,,,D
01TI4192A.PV,1HD,tube_COT,,DEGC,D
01TI5038A.PV,1HE,tube_COT,,,A
01TI5052A.PV,1HE,tube_COT,H-E TUBE CUR COT 052,DEGC,B
01TI5108A.PV,1HE,tube_COT,,,C
01TI5114A.PV,1HE,tube_COT,,DEGC,C
01TI5129A.PV,1HE,tube_COT,,,C
01TI5133A.PV,1HE,tube_COT,,,C
01TI5152A.PV,1HE,tube_COT,,,D
01TI5160A.PV,1HE,tube_COT,,,D
01TI5172A.PV,1HE,tube_COT,,,D
01TI5177A.PV,1HE,tube_COT,,,D
01TI6002A.PV,1HF,tube_COT,,,A
01TI6003A.PV,1HF,tube_COT,,,A
01TI6008A.PV,1HF,tube_COT,,,A
01TI6039A.PV,1HF,tube_COT,,,A
01TI6049A.PV,1HF,tube_COT,,,B
01TI6056A.PV,1HF,tube_COT,,,B
01TI6063A.PV,1HF,tube_COT,,,B
01TI6068A.PV,1HF,tube_COT,,,B
01TI6074A.PV,1HF,tube_COT,,,B
01TI6100A.PV,1HF,tube_COT,,,C
01TI3162A.PV,1HC,tube_COT,,,D
01TI3163A.PV,1HC,tube_COT,,,D
01TI3178A.PV,1HC,tube_COT,,,D
01TI4050A.PV,1HD,tube_COT,,,B
01TI4085A.PV,1HD,tube_COT,,,B
01TI4107A.PV,1HD,tube_COT,,,C
01TI4148A.PV,1HD,tube_COT,,,D
01TI4181A.PV,1HD,tube_COT,,,D
01TI5012A.PV,1HE,tube_COT,,,A
01TI5013A.PV,1HE,tube_COT,,,A
01TI5018A.PV,1HE,tube_COT,,,A
01TI5024A.PV,1HE,tube_COT,,,A
01TI5034A.PV,1HE,tube_COT,,,A
01TI5042A.PV,1HE,tube_COT,,,A
01TI5050A.PV,1HE,tube_COT,,,B
01TI5058A.PV,1HE,tube_COT,,,B
01TI5067A.PV,1HE,tube_COT,,,B
01TI5090A.PV,1HE,tube_COT,,,B
01TI5097A.PV,1HE,tube_COT,,,C
01TI5118A.PV,1HE,tube_COT,,,C
01TI5125A.PV,1HE,tube_COT,,,C
01TI5138A.PV,1HE,tube_COT,,,C
01TI5166A.PV,1HE,tube_COT,,,D
01TI5184A.PV,1HE,tube_COT,,,D
01TI6041A.PV,1HF,tube_COT,,,A
01TI6079A.PV,1HF,tube_COT,,,B
01TI6081A.PV,1HF,tube_COT,,,B
01TI6082A.PV,1HF,tube_COT,,,B
01TI6091A.PV,1HF,tube_COT,H-F TUBE CUR COT 091,DEGC,B
01TI6093A.PV,1HF,tube_COT,,DEGC,B
01TI6097A.PV,1HF,tube_COT,,,C
01TI3177A.PV,1HC,tube_COT,,,D
01TI3192A.PV,1HC,tube_COT,,,D
01TI4004A.PV,1HD,tube_COT,,,A
01TI4035A.PV,1HD,tube_COT,,,A
01TI4051A.PV,1HD,tube_COT,,,B
01TI4059A.PV,1HD,tube_COT,,,B
01TI4104A.PV,1HD,tube_COT,,,C
01TI4106A.PV,1HD,tube_COT,,,C
01TI4108A.PV,1HD,tube_COT,,,C
01TI4115A.PV,1HD,tube_COT,,,C
01TI4116A.PV,1HD,tube_COT,,,C
01TI4118A.PV,1HD,tube_COT,,,C
01TI4123A.PV,1HD,tube_COT,,,C
01TI4141A.PV,1HD,tube_COT,,,C
01TI4156A.PV,1HD,tube_COT,,,D
01TI4159A.PV,1HD,tube_COT,,,D
01TI5028A.PV,1HE,tube_COT,,,A
01TI5030A.PV,1HE,tube_COT,,,A
01TI5048A.PV,1HE,tube_COT,,,A
01TI5066A.PV,1HE,tube_COT,,,B
01TI5071A.PV,1HE,tube_COT,,,B
01TI5078A.PV,1HE,tube_COT,,,B
01TI5110A.PV,1HE,tube_COT,,,C
01TI5131A.PV,1HE,tube_COT,,,C
01TI5162A.PV,1HE,tube_COT,,,D
01TI5164A.PV,1HE,tube_COT,,,D
01TI6005A.PV,1HF,tube_COT,,,A
01TI6029A.PV,1HF,tube_COT,,,A
01TI6035A.PV,1HF,tube_COT,H-F TUBE CUR COT 035,DEGC,A
01TI6037A.PV,1HF,tube_COT,,,A
01TI6050A.PV,1HF,tube_COT,,,B
01TI6066A.PV,1HF,tube_COT,,,B
01TI3157A.PV,1HC,tube_COT,,,D
01TI3165A.PV,1HC,tube_COT,,,D
01TI3174A.PV,1HC,tube_COT,,,D
01TI4029A.PV,1HD,tube_COT,,,A
01TI4048A.PV,1HD,tube_COT,,,A
01TI4063A.PV,1HD,tube_COT,,,B
01TI4067A.PV,1HD,tube_COT,,,B
01TI4072A.PV,1HD,tube_COT,H-D TUBE CUR COT 072,DEGC,B
01TI4087A.PV,1HD,tube_COT,,,B
01TI4109A.PV,1HD,tube_COT,,,C
01TI4133A.PV,1HD,tube_COT,H-D TUBE CUR COT 133,DEGC,C
01TI4147A.PV,1HD,tube_COT,,,D
01TI4149A.PV,1HD,tube_COT,,,D
01TI4157A.PV,1HD,tube_COT,,,D
01TI4182A.PV,1HD,tube_COT,,,D
01TI4184A.PV,1HD,tube_COT,,,D
01TI5007A.PV,1HE,tube_COT,,,A
01TI5016A.PV,1HE,tube_COT,,,A
01TI5031A.PV,1HE,tube_COT,,,A
01TI5040A.PV,1HE,tube_COT,,,A
01TI5062A.PV,1HE,tube_COT,,,B
01TI5064A.PV,1HE,tube_COT,,,B
01TI5072A.PV,1HE,tube_COT,,,B
01TI5085A.PV,1HE,tube_COT,,,B
01TI5089A.PV,1HE,tube_COT,,,B
01TI5107A.PV,1HE,tube_COT,,,C
01TI5132A.PV,1HE,tube_COT,,,C
01TI5141A.PV,1HE,tube_COT,,,C
01TI5143A.PV,1HE,tube_COT,,,C
01TI5148A.PV,1HE,tube_COT,,,D
01TI5151A.PV,1HE,tube_COT,,,D
01TI6019A.PV,1HF,tube_COT,,,A
01TI6043A.PV,1HF,tube_COT,,,A
01TI6065A.PV,1HF,tube_COT,,,B
01TI6071A.PV,1HF,tube_COT,,,B
01TI3191A.PV,1HC,tube_COT,,,D
01TI4015A.PV,1HD,tube_COT,,,A
01TI4018A.PV,1HD,tube_COT,,,A
01TI4023A.PV,1HD,tube_COT,,,A
01TI4024A.PV,1HD,tube_COT,,,A
01TI4056A.PV,1HD,tube_COT,,,B
01TI4057A.PV,1HD,tube_COT,,,B
01TI4062A.PV,1HD,tube_COT,,,B
01TI4083A.PV,1HD,tube_COT,,,B
01TI4088A.PV,1HD,tube_COT,,,B
01TI4096A.PV,1HD,tube_COT,,,B
01TI4110A.PV,1HD,tube_COT,,,C
01TI4142A.PV,1HD,tube_COT,,,C
01TI4151A.PV,1HD,tube_COT,,,D
01TI4179A.PV,1HD,tube_COT,,,D
01TI4188A.PV,1HD,tube_COT,,,D
01TI5021A.PV,1HE,tube_COT,,,A
01TI5032A.PV,1HE,tube_COT,,,A
01TI5035A.PV,1HE,tube_COT,,,A
01TI5056A.PV,1HE,tube_COT,H-E TUBE CUR COT 056,DEGC,B
01TI5061A.PV,1HE,tube_COT,,,B
01TI5077A.PV,1HE,tube_COT,,,B
01TI5086A.PV,1HE,tube_COT,,,B
01TI5087A.PV,1HE,tube_COT,,,B
01TI5101A.PV,1HE,tube_COT,,,C
01TI5109A.PV,1HE,tube_COT,,,C
01TI5119A.PV,1HE,tube_COT,,,C
01TI5173A.PV,1HE,tube_COT,,,D
01TI5188A.PV,1HE,tube_COT,,,D
01TI6007A.PV,1HF,tube_COT,,,A
01TI6013A.PV,1HF,tube_COT,,,A
01TI6055A.PV,1HF,tube_COT,,,B
01TI6061A.PV,1HF,tube_COT,,,B
01TI6067A.PV,1HF,tube_COT,,,B
01TI6085A.PV,1HF,tube_COT,,,B
01TI6108A.PV,1HF,tube_COT,,,C
01TI6153A.PV,1HF,tube_COT,,,D
01TI6167A.PV,1HF,tube_COT,,,D
01TI6179A.PV,1HF,tube_COT,,,D
01TI6190A.PV,1HF,tube_COT,,,D
01TI7008A.PV,1HG,tube_COT,,,A
01TI7015A.PV,1HG,tube_COT,,DEGC,A
01TI7025A.PV,1HG,tube_COT,,,A
01TI7042A.PV,1HG,tube_COT,,,A
01TI7114A.PV,1HG,tube_COT,,,C
01TI7123A.PV,1HG,tube_COT,H-G TUBE CUR COT 123,DEGC,C
01TI7149A.PV,1HG,tube_COT,,,D
01TI7156A.PV,1HG,tube_COT,,,D
01TI7169A.PV,1HG,tube_COT,,,D
01TI7183A.PV,1HG,tube_COT,H-G TUBE CUR COT 183,DEGC,D
01TI7189A.PV,1HG,tube_COT,H-G TUBE CUR COT 189,DEGC,D
01TI6125A.PV,1HF,tube_COT,,,C
01TI6140A.PV,1HF,tube_COT,,,C
01TI6144A.PV,1HF,tube_COT,H-F TUBE CUR COT 144,DEGC,C
01TI6152A.PV,1HF,tube_COT,,,D
01TI6155A.PV,1HF,tube_COT,,,D
01TI6156A.PV,1HF,tube_COT,,,D
01TI6183A.PV,1HF,tube_COT,,,D
01TI6184A.PV,1HF,tube_COT,,,D
